,0
249,CNST
250,GZMH
251,CCN1
252,EGLN1
253,SPP1
254,SKAP2
255,IGF2R
256,COX5B
257,STX8
258,PILRA
259,FCAR
260,CEACAM1
261,SLAMF1
262,DCN
263,MB
264,PSRC1
265,ITGB2
266,TNFRSF6B
267,BOC
268,BTN3A2
269,TSHB
270,PLXNA4
271,TNFRSF8
272,ANPEP
273,FXYD5
274,IL34
275,CCL4
276,C1QA
277,AGRP
278,CRTAM
279,MANSC1
280,MATN2
281,CD300C
282,FES
283,TNFSF12
284,IDI2
285,IKBKG
286,TIA1
287,CDSN
288,MASP1
289,TNFRSF10B
290,ACVRL1
291,PRL
292,DKK1
293,CRHBP
294,STXBP3
295,HMOX1
296,EPHA2
297,TNFRSF11B
298,MOG
299,PAPPA
300,NPPC
301,SPARC
302,IGFBPL1
303,CD300E
304,IL17A
305,MAP4K5
306,KLRB1
307,ACAN
308,CCL13
309,PPP1R12A
310,CST5
311,IGFBP2
312,CLC
313,PPP1R2
314,NID2
315,SMAD5
316,OMG
317,GPR37
318,CD40
319,CST7
320,PTPRS
321,PAEP
322,CCL18
323,GOPC
324,GFRA3
325,TREML2
326,IL17C
327,RTBDN
328,IFNL1
329,CCN5
330,VEGFA
331,ADGRG2
332,CA12
333,SEZ6L
334,SERPINB6
335,NCR1
336,CD207
337,TIMP3
338,CLEC1A
339,TNNI3
340,FOLR1
341,ICAM5
342,LTBP3
343,TNFRSF10A
344,ICAM1
345,MESD
346,AMIGO2
347,TNFRSF1B
348,SLITRK2
349,CGREF1
350,CD46
351,MYOC
352,SH2B3
353,SCAMP3
354,DDR1
355,APP
356,CPB1
357,DECR1
358,SRC
359,CA13
360,ITGB1BP2
361,CDH1
362,PLXNB3
363,CD244
364,CD83
365,RNASET2
366,HAVCR2
367,PADI2
368,WNT9A
369,KIR2DL3
370,PREB
371,ATOX1
372,TIMP1
373,ERBIN
374,MMP13
375,EBI3_IL27
376,TST
377,CPXM1
378,CXCL10
379,ERP44
380,TEK
381,LRP1
382,ITIH3
383,CAMKK1
384,MGMT
385,KIT
386,LYN
387,CCN4
388,MCFD2
389,CXCL16
390,AXIN1
391,CCL20
392,CD163
393,DDX58
394,CCL11
395,PEAR1
396,SMAD1
397,NELL2
398,HBQ1
399,SDC4
400,TNFSF13B
401,LY9
402,IL19
403,CCL16
404,NOS1
405,PGF
406,PODXL2
407,SOST
408,CARHSP1
409,ANGPTL3
410,PTPRN2
411,MITD1
412,CRELD2
413,CDON
414,SPRY2
415,CLEC5A
416,LY6D
417,ERBB2
418,VEGFC
419,DPP4
420,CCL25
421,TIE1
422,SCGB1A1
423,COL1A1
424,GP6
425,PTPN6
426,CD28
427,BANK1
428,PCDH1
429,MGLL
430,PLAU
431,UXS1
432,MAVS
433,SEMA3F
434,CA2
435,FGF5
436,RHOC
437,LAT2
438,SPON2
439,IL18
440,TNFRSF13C
441,APOM
442,TNC
443,GRAP2
444,NRP2
445,PDGFA
446,IPCEF1
447,USP8
448,FYB1
449,TYRO3
450,CST6
451,MSRA
452,CLEC11A
453,NFASC
454,CD8A
455,HS6ST1
456,CTSB
457,ESAM
458,HYAL1
459,CLPP
460,RASSF2
461,GFRA1
462,LTBR
463,STX6
464,CANT1
465,PILRB
466,SERPINA12
467,DCBLD2
468,VSIR
469,THBD
470,ROR1
471,ZBTB16
472,NINJ1
473,CCL15
474,TGM2
475,LAIR1
476,ANGPT2
477,MAGED1
478,AGRN
479,PTGDS
480,SEMA4D
481,PCDH17
482,CD4
483,REG1B
484,FURIN
485,EGF
486,MARCO
487,PRTG
488,HSPB6
489,CDH6
490,KLRD1
491,HCLS1
492,PLA2G4A
493,CCDC80
494,EPHA1
495,ENPP2
496,PTPRM
497,NFATC1
498,CHRDL1
499,GPC5
500,PRSS2
501,DAB2
502,SCP2
503,GPNMB
504,B4GALT1
505,FKBP5
506,SIGLEC7
507,MAP3K5
508,LTBP2
509,IL12RB1
510,VMO1
511,IL7R
512,MEPE
513,NCF2
514,CA5A
515,MPI
516,KIRREL2
517,FETUB
518,CHRDL2
519,TFF1
520,MMP10
521,HBEGF
522,CXCL9
523,SLAMF8
524,CLPS
525,DNER
526,CD38
527,GCG
528,BCR
529,TNF
530,CD55
531,CCL14
532,SLC39A14
533,THY1
534,DUSP3
535,TAFA5
536,VCAN
537,YES1
538,PDLIM7
539,MILR1
540,CXCL17
541,PECAM1
542,LAMA4
543,ITGA6
544,CD276
545,PDP1
546,CNTNAP2
547,NOMO1
548,XG
549,DNMBP
550,ITGA5
551,SLIT2
552,SELPLG
553,DLK1
554,WASF1
555,REG3A
556,0.9981751824817519
