,0
150,CD38
151,CCN2
152,EDA2R
153,WFDC12
154,ADA2
155,STX6
156,CD40LG
157,ANGPT2
158,MESD
159,DNAJA2
160,PDGFB
161,CLEC7A
162,SCARA5
163,KLK14
164,SKAP2
165,STK11
166,MUC16
167,CLPP
168,IRAK4
169,SLC27A4
170,CPA1
171,DAB2
172,LAT
173,SERPINB6
174,TFF2
175,IFNGR1
176,IGF2R
177,CEACAM1
178,DAPP1
179,IL7R
180,FAM3C
181,TFPI
182,EFEMP1
183,PSMA1
184,HAO1
185,DKK1
186,CCL3
187,AMY2B
188,CCN1
189,SDC1
190,SMOC1
191,DCBLD2
192,DNMBP
193,CD93
194,CCL26
195,TGFBR2
196,TNFRSF8
197,CAPG
198,ACTA2
199,MAVS
200,FETUB
201,CEP85
202,CTSS
203,TBCC
204,KLRB1
205,KIRREL2
206,CCN3
207,GRAP2
208,PLA2G1B
209,AMBP
210,MSTN
211,CCL22
212,CCL14
213,NCF2
214,CXCL10
215,FLI1
216,RHOC
217,CCL24
218,PAMR1
219,DBNL
220,LIF
221,CPXM1
222,ULBP2
223,RSPO3
224,LILRB2
225,P4HB
226,SH2B3
227,TNFRSF6B
228,INPPL1
229,RAB37
230,TIA1
231,PTGDS
232,CALCOCO1
233,SIGLEC7
234,DRG2
235,PON2
236,CA12
237,PTPRN2
238,ARHGEF12
239,DNER
240,THBD
241,MGLL
242,PCDH1
243,NUDT2
244,TFPI2
245,CD79B
246,BGN
247,SLIT2
248,ADGRB3
249,EIF4G1
250,PDP1
251,F11R
252,RGMB
253,CDSN
254,FAP
255,FGFBP1
256,SIT1
257,PLXNB3
258,MARCO
259,GDNF
260,STX8
261,UXS1
262,FABP1
263,CST5
264,TNFRSF21
265,FOLR1
266,SPON1
267,SCAMP3
268,CD302
269,IGSF8
270,IL32
271,MDK
272,CCL13
273,CNTNAP2
274,CRHBP
275,EGLN1
276,ACP6
277,GUCA2A
278,EPHA10
279,CCL15
280,THY1
281,SUSD1
282,CLEC4D
283,RGMA
284,USO1
285,CLEC14A
286,PDGFRA
287,XG
288,CD63
289,SPARC
290,PCDH17
291,VPS53
292,CCL16
293,SCGB1A1
294,TNFSF11
295,VTA1
296,KIFBP
297,CXCL16
298,SCP2
299,IL2RA
300,NTRK2
301,CPA2
302,FGFR2
303,MMP10
304,MILR1
305,CD5
306,GFRA2
307,LRRN1
308,AMY2A
309,EPHB4
310,COMT
311,IL1R2
312,ART3
313,RNASET2
314,COX5B
315,CCDC80
316,FGR
317,SFRP1
318,STAT5B
319,MIA
320,PRSS2
321,CDH6
322,EFNA4
323,GPR37
324,SUMF2
325,INHBC
326,ACVRL1
327,FAM3B
328,IL17C
329,IL10RB
330,KIT
331,SORCS2
332,GNLY
333,SPINK1
334,CA5A
335,IL6ST
336,BRK1
337,TMPRSS15
338,CDH5
339,SSC5D
340,GYS1
341,SPP1
342,FCER2
343,PODXL2
344,LGALS1
345,IL2
346,FCAR
347,ABL1
348,COLEC12
349,LRP11
350,CLSTN2
351,ANGPTL7
352,LTBP2
353,FGF23
354,IL1B
355,FKBP1B
356,ANXA3
357,DAG1
358,TACSTD2
359,CDH3
360,STX4
361,DCN
362,BCL2L11
363,IGFBP4
364,TNFRSF11A
365,ANPEP
366,TBCB
367,EGF
368,FEN1
369,CNTN1
370,IL18
371,NEFL
372,REG1A
373,HAVCR1
374,CLEC11A
375,INPP1
376,NDRG1
377,FABP5
378,IKBKG
379,MEGF10
380,CLMP
381,ATF2
382,ARSB
383,SNX9
384,NADK
385,CLIP2
386,PRTG
387,PLXNA4
388,CD83
389,NRP1
390,CRELD2
391,ASAH2
392,SNAP29
393,FAS
394,CD27
395,NPDC1
396,ICAM5
397,NOS1
398,LTBR
399,ACAA1
400,WFDC2
401,LAIR1
402,SPINT1
403,SRPK2
404,PRKRA
405,CDKN2D
406,IFNL1
407,CRX
408,BANK1
409,APP
410,SEMA4D
411,RTBDN
412,VEGFA
413,GZMB
414,PDLIM7
415,GPC5
416,EPS8L2
417,MFAP5
418,GDF15
419,CD99
420,SMAD5
421,TREML2
422,DRAXIN
423,DDX58
424,SPOCK1
425,MMP13
426,PPCDC
427,0.006467676798348166
